"ID_REF"	"GSM7111530"	"GSM7111531"	"GSM7111532"	"GSM7111533"	"GSM7111534"	"GSM7111535"
"TC0100000014.mm.2"	1965.5245	2027.5413	1966.503	2198.5242	2458.1287	2033.482
"TC0100000018.mm.2"	86.31598	92.427246	99.79149	83.1676	82.06155	77.42002
"TC0100000021.mm.2"	831.3808	1042.6472	1370.9891	1483.1792	1449.3192	1904.4917
"TC0100000022.mm.2"	42.162407	35.185265	35.510616	38.858196	38.40236	34.912525
"TC0100000023.mm.2"	28.679407	30.618652	33.988148	28.35774	29.074057	32.55749
"TC0100000027.mm.2"	1508.2297	1750.378	1530.162	1402.2904	1670.8545	1489.8011
"TC0100000038.mm.2"	2037.1954	2715.314	2322.7017	2959.5347	2796.0269	2654.0266
"TC0100000039.mm.2"	114.30905	123.00093	115.87705	128.97714	86.80713	97.3271
"TC0100000041.mm.2"	121.6165	129.27773	105.652466	97.139	103.112	90.60515
"TC0100000044.mm.2"	71.621864	86.0222	88.196754	81.358894	62.13175	103.76568
"TC0100000045.mm.2"	47.550896	42.207706	46.729053	31.186972	34.647533	37.973675
"TC0100000048.mm.2"	326.27618	405.84055	360.80063	403.45456	418.1493	455.0462
"TC0100000055.mm.2"	227.3412	212.23137	182.85399	62.740574	73.94412	81.283875
"TC0100000056.mm.2"	49.365444	38.943096	40.179543	42.404613	43.190254	40.618126
"TC0100000064.mm.2"	1200.7017	918.41736	1161.1459	1107.7017	919.05566	922.8856
"TC0100000071.mm.2"	34.443645	32.719673	38.08352	36.682415	37.23794	33.878685
"TC0100000082.mm.2"	71.343506	62.24566	53.78577	74.275925	57.63488	69.855705
"TC0100000092.mm.2"	4511.397	5557.649	5140.2046	5073.603	5319.972	6090.552
"TC0100000097.mm.2"	133.23766	168.43254	210.6996	210.7432	228.71053	232.1556
"TC0100000101.mm.2"	336.76367	338.7154	422.0267	342.13	305.44974	365.95294
"TC0100000103.mm.2"	6003.377	6810.2495	6464.3687	6001.873	5380.1855	7070.094
"TC0100000109.mm.2"	39.11095	34.070446	32.67452	29.980062	32.69939	25.20916
"TC0100000112.mm.2"	42.561543	37.21465	36.192657	37.345085	37.083588	34.969265
"TC0100000113.mm.2"	53.5061	59.78766	60.189636	62.972237	60.83609	61.18347
"TC0100000115.mm.2"	37.510853	38.16276	37.494663	36.426857	38.757507	34.469803
"TC0100000116.mm.2"	4996.4834	5077.8374	5064.492	3980.2964	4028.994	3460.1216
"TC0100000125.mm.2"	97.79308	81.75612	69.075455	81.62592	81.91909	62.742523
"TC0100000127.mm.2"	314.43655	332.9093	343.3076	341.1413	325.66595	225.27899
"TC0100000129.mm.2"	571.59546	681.2537	859.4311	803.0306	902.9077	1047.701
"TC0100000131.mm.2"	230.2153	221.09297	262.45892	243.74895	248.65665	273.94348
"TC0100000133.mm.2"	137.86221	154.70955	182.97043	208.00897	178.70229	178.75888
"TC0100000135.mm.2"	96.67691	90.36843	83.67996	72.28265	79.07611	87.74634
"TC0100000137.mm.2"	92.79027	75.51847	99.628456	86.4692	74.75663	83.05701
"TC0100000140.mm.2"	65.61944	53.3845	65.352844	63.310448	53.392403	61.405853
"TC0100000143.mm.2"	48.308094	46.023617	42.73019	44.025253	44.55093	47.741196
"TC0100000159.mm.2"	186.42258	183.89651	188.28287	160.25604	170.99225	146.03918
"TC0100000164.mm.2"	209.56114	262.39093	180.18484	175.83813	203.677	222.2406
"TC0100000171.mm.2"	1849.1382	2211.6094	1848.4977	1758.2313	2618.5566	2568.9863
"TC0100000177.mm.2"	64.69681	62.99826	52.08269	55.34988	64.0388	56.32799
"TC0100000193.mm.2"	67.03402	54.088028	61.102898	57.503952	70.115685	50.96473
"TC0100000194.mm.2"	31.790016	34.09213	34.7831	29.975613	35.975002	35.09495
"TC0100000201.mm.2"	32.66081	37.968468	48.08738	37.274994	42.218983	40.290928
"TC0100000214.mm.2"	102.4625	98.792816	111.290474	102.93425	103.927444	96.95662
"TC0100000215.mm.2"	2867.6418	3828.4534	3468.5146	3457.9106	3601.746	3665.221
"TC0100000216.mm.2"	3418.3474	3819.1792	3001.9563	3048.464	3115.8594	3266.9873
"TC0100000222.mm.2"	4610.7534	4580.6357	5033.9556	6432.752	5896.8516	5909.1743
"TC0100000224.mm.2"	122.77778	145.0059	142.85023	106.21527	133.51935	107.8293
"TC0100000226.mm.2"	71.36419	69.66371	63.98883	59.321606	70.39426	65.03037
"TC0100000227.mm.2"	117.54808	97.22605	113.58152	125.26542	106.74288	99.21103
"TC0100000228.mm.2"	39.639122	37.178997	36.908524	38.932102	42.9978	54.24859
"TC0100000230.mm.2"	267.2369	196.18724	213.08931	197.75471	191.69017	215.4072
"TC0100000233.mm.2"	984.21594	883.2928	1202.4403	1415.5461	1710.2213	1630.4138
"TC0100000237.mm.2"	1971.1598	1961.8743	2248.291	2958.2085	3691.2227	3310.2058
"TC0100000240.mm.2"	295.64844	268.35748	325.02484	277.78143	396.70026	386.32108
"TC0100000242.mm.2"	78.35845	72.252014	75.61648	61.7749	58.601307	73.91446
"TC0100000244.mm.2"	297.18423	297.988	301.4245	459.42215	442.29205	381.7405
"TC0100000247.mm.2"	229.11797	209.71115	212.73752	213.36084	174.82834	158.70073
"TC0100000253.mm.2"	11042.517	10885.932	10325.632	10489.948	10019.988	12521.466
"TC0100000255.mm.2"	75.61728	84.990395	75.54238	73.76507	62.41397	60.76678
"TC0100000257.mm.2"	156.51616	117.50469	120.48552	96.5696	117.53421	125.90394
"TC0100000258.mm.2"	103.367165	139.45311	107.79916	83.03988	113.59357	100.53221
"TC0100000259.mm.2"	412.98898	425.352	373.0493	502.15094	383.15955	411.1574
"TC0100000260.mm.2"	1874.233	1697.3539	1927.8473	1849.8386	1887.6215	2253.308
"TC0100000267.mm.2"	409.71512	385.69974	349.74533	408.7964	486.48175	418.26984
"TC0100000268.mm.2"	3209.1997	3539.1084	3598.7402	3544.1443	3971.0928	3699.8682
"TC0100000271.mm.2"	2811.917	2695.5112	2658.7134	3317.222	3061.8801	3266.3848
"TC0100000279.mm.2"	80.74558	83.62367	83.2262	66.72032	66.809296	62.77229
"TC0100000280.mm.2"	3649.253	3785.829	4318.532	5513.8066	4766.2295	5138.9917
"TC0100000282.mm.2"	49.528515	54.269894	45.973904	56.572094	52.16297	55.908882
"TC0100000284.mm.2"	129979.84	128352.12	130653.836	130467.414	133953.27	139205.7
"TC0100000286.mm.2"	3666.583	3042.9475	3320.7695	3942.4968	4283.893	4137.9346
"TC0100000289.mm.2"	4559.1543	4103.6777	4828.368	7618.113	6655.0044	7655.9097
"TC0100000292.mm.2"	51.879562	46.84937	46.567596	47.50184	44.471825	52.697
"TC0100000295.mm.2"	2080.65	1889.2631	2126.5842	1872.6442	2340.751	2851.3274
"TC0100000297.mm.2"	178.96046	167.73422	176.78064	230.3271	230.07283	263.78638
"TC0100000298.mm.2"	14124.148	30405.125	22464.295	4862.57	11782.451	6982.7974
"TC0100000299.mm.2"	31.582685	36.117172	25.982418	29.067234	29.597208	32.374653
"TC0100000300.mm.2"	532.2818	490.51105	601.59467	389.57254	385.9165	392.55984
"TC0100000301.mm.2"	75.81007	68.35322	70.68211	72.618935	56.04229	67.54432
"TC0100000302.mm.2"	88.167755	107.2376	116.62761	97.02493	106.51501	96.90231
"TC0100000304.mm.2"	160.93094	169.22166	130.42786	154.03467	134.12766	166.4079
"TC0100000312.mm.2"	56.054943	68.24315	59.783432	54.699368	70.8368	68.18698
"TC0100000315.mm.2"	1198.6754	1143.559	995.18134	1362.62	1445.4576	1262.3632
"TC0100000317.mm.2"	149.5056	144.20596	102.17829	107.482056	107.743195	104.46278
"TC0100000320.mm.2"	768.2728	759.4316	702.47894	774.36017	792.4644	754.2091
"TC0100000321.mm.2"	104199.94	87495.41	99101.46	108489.2	90938.336	107067.734
"TC0100000323.mm.2"	463.09045	397.68146	420.92313	542.6684	514.3692	582.7692
"TC0100000329.mm.2"	38.230618	32.309563	36.474518	36.86653	45.76552	35.68254
"TC0100000332.mm.2"	4223.3145	5189.587	4710.0874	5040.3853	6075.28	6386.67
"TC0100000333.mm.2"	946.8878	765.7595	799.0211	1179.8344	1037.1938	1089.2993
"TC0100000334.mm.2"	2689.6074	3322.6755	2910.1213	3398.39	3015.297	3636.4038
"TC0100000338.mm.2"	1435.5631	1584.823	1092.3604	1455.0886	1584.2018	1550.4596
"TC0100000343.mm.2"	28885.045	24516.344	26091.207	21967.547	25131.338	19570.506
"TC0100000351.mm.2"	3019.7175	4116.7275	3488.4111	4062.1978	4689.217	4271.669
"TC0100000353.mm.2"	98.78742	69.26086	63.5644	62.55602	72.381874	76.75049
"TC0100000356.mm.2"	50.58148	42.650654	50.81342	48.3618	44.85543	46.245983
"TC0100000364.mm.2"	263.1578	302.1944	343.8163	283.8093	208.2465	335.31647
"TC0100000372.mm.2"	5201.597	6294.033	7654.8315	6026.573	3998.2441	4947.8657
"TC0100000374.mm.2"	27.52406	26.146772	23.722073	25.22488	24.016369	23.328947
"TC0100000375.mm.2"	2275.485	2023.1781	1702.2596	2558.1138	2211.3872	2053.668
"TC0100000380.mm.2"	179.4713	215.25618	185.13452	227.471	196.17142	171.00479
"TC0100000381.mm.2"	281.133	270.98074	292.1789	282.40833	288.14352	345.16968
"TC0100000383.mm.2"	33.96158	44.299374	32.129463	32.992756	36.753506	34.229717
"TC0100000386.mm.2"	352.89606	338.93982	341.29962	341.1431	478.2518	436.92075
"TC0100000387.mm.2"	448.44473	477.71118	493.05746	508.3329	544.1466	623.9464
"TC0100000390.mm.2"	37.164696	44.932205	37.127872	40.57652	41.486523	43.250435
"TC0100000393.mm.2"	680.99347	733.01807	850.5932	890.15314	756.1625	1026.7573
"TC0100000395.mm.2"	12203.63	12401.119	11101.441	13162.282	15868.576	13616.088
"TC0100000397.mm.2"	6136.5737	5859.7695	5670.245	5513.778	6601.8906	8717.011
"TC0100000399.mm.2"	395.00803	494.3446	461.80777	590.0006	553.85266	381.72537
"TC0100000404.mm.2"	100.44244	97.23653	88.9119	91.52266	90.590836	79.44607
"TC0100000420.mm.2"	471.50687	510.4006	396.83246	451.45117	525.9018	469.74045
"TC0100000422.mm.2"	519.489	577.06775	621.0536	648.79095	758.26825	800.5601
"TC0100000424.mm.2"	233.51912	191.99649	201.46828	255.90144	217.65541	253.1371
"TC0100000426.mm.2"	1022.7857	1168.6213	1161.1129	1324.1515	1247.5349	1476.0276
"TC0100000427.mm.2"	522.8068	530.4504	691.7184	254.45601	338.15677	320.76178
"TC0100000428.mm.2"	104.22899	66.703186	72.79414	63.960052	73.28221	75.44243
"TC0100000430.mm.2"	69.14485	83.140144	76.00777	67.660194	56.08745	88.85679
"TC0100000431.mm.2"	54.297203	55.029457	62.50427	49.984943	58.41823	49.20044
"TC0100000433.mm.2"	18338.514	18468.293	18906.021	21944.629	20577.568	25030.568
"TC0100000434.mm.2"	2122.082	2123.5486	2064.1316	2452.8633	2502.89	2224.0283
"TC0100000436.mm.2"	503.12344	479.4575	485.02426	662.4505	560.40656	579.66296
"TC0100000439.mm.2"	2387.713	2247.1008	2849.2925	3323.5234	2669.7876	2490.6106
"TC0100000440.mm.2"	19796.75	20350.283	19975.09	22523.668	23364.408	22859.994
"TC0100000442.mm.2"	1801.9591	1824.6964	1987.6436	1900.8229	1916.18	1786.858
"TC0100000447.mm.2"	53.671124	58.162838	72.157005	45.856472	72.385864	65.1262
"TC0100000450.mm.2"	4428.8916	4075.4954	4422.429	3754.579	3575.9539	3475.9675
"TC0100000452.mm.2"	84.61338	121.2017	97.2689	91.317184	76.18569	82.720634
"TC0100000456.mm.2"	7083.417	8225.692	7669.7734	8217.964	7879.1475	8313.906
"TC0100000462.mm.2"	9158.753	10350.65	9001.276	12078.742	11328.308	11546.674
"TC0100000464.mm.2"	4263.3696	3744.5356	4353.2964	4688.123	4538.593	6307.036
"TC0100000465.mm.2"	162.23871	173.31297	171.08229	222.08405	163.65086	167.13196
"TC0100000467.mm.2"	476.9082	666.01276	386.19495	442.68842	457.58453	540.60645
"TC0100000469.mm.2"	8882.833	7951.773	7982.2075	9305.859	10034.378	9924.234
"TC0100000471.mm.2"	3689.3882	4441.6104	4221.687	4951.4355	5123.2974	4455.944
"TC0100000476.mm.2"	57.30958	50.63845	56.395355	50.51772	56.467705	55.162117
"TC0100000485.mm.2"	42.649666	33.88733	48.930054	42.678093	46.71818	40.42652
"TC0100000490.mm.2"	72.57872	71.386925	75.39402	63.341362	67.711044	69.88242
"TC0100000497.mm.2"	66.17964	56.032917	53.530388	60.296204	94.7524	68.80155
"TC0100000509.mm.2"	2660.1284	2721.7202	2102.7034	1525.964	1204.4601	1042.2784
"TC0100000519.mm.2"	154852.16	155700.39	161452.98	172801.02	156148.14	169823.69
"TC0100000523.mm.2"	41.48562	42.195724	46.90394	41.202915	33.542778	32.96225
"TC0100000524.mm.2"	3930.5215	4633.5376	3638.2046	2675.16	4081.0623	3149.6348
"TC0100000526.mm.2"	640.42993	558.19305	498.29077	652.43976	771.79016	654.7551
"TC0100000528.mm.2"	54.103996	56.023846	72.389244	51.385998	54.431873	43.96299
"TC0100000535.mm.2"	1760.7831	1913.0717	2058.6687	1959.7408	2272.1094	2415.477
"TC0100000541.mm.2"	4176.918	3838.8103	4261.696	6178.2124	5145.0146	5068.8696
"TC0100000545.mm.2"	873.383	770.4786	865.9029	1288.7933	1130.5775	1196.7388
"TC0100000546.mm.2"	39.08575	38.81177	35.093628	44.30917	38.810925	33.267273
"TC0100000548.mm.2"	168.39207	162.6288	135.12459	132.37714	164.88338	136.11635
"TC0100000551.mm.2"	1280.258	1002.2916	1174.8503	559.4535	676.87524	715.2428
"TC0100000558.mm.2"	50.87299	39.22302	56.043495	43.659065	44.793724	44.74158
"TC0100000561.mm.2"	1493.6725	1267.4436	1181.8552	1771.9128	1203.3102	1720.7607
"TC0100000572.mm.2"	54.271885	52.433716	46.4007	55.226223	47.745266	61.060783
"TC0100000585.mm.2"	34.40794	27.308071	34.06917	28.736565	29.62423	23.731922
"TC0100000588.mm.2"	59.27361	47.451782	46.883587	43.996075	48.3949	49.176945
"TC0100000590.mm.2"	11088.987	12349.337	12157.019	13509.408	15799.38	11118.075
"TC0100000591.mm.2"	207.65204	182.58421	187.43106	178.31201	166.53642	201.19785
"TC0100000601.mm.2"	116.893776	89.39897	102.44564	91.80854	79.74121	120.31659
"TC0100000602.mm.2"	1308.9338	1358.8457	1358.1147	1350.7069	1477.0242	1579.2688
"TC0100000608.mm.2"	825.49713	947.5127	739.96484	896.31104	780.474	943.0917
"TC0100000609.mm.2"	17992.273	17346.23	18695.742	16672.896	18687.686	19572.434
"TC0100000610.mm.2"	2113.6108	3209.52	4224.8027	3513.888	4611.025	5548.5195
"TC0100000621.mm.2"	316.70615	261.21912	271.14648	227.685	163.96574	223.26234
"TC0100000622.mm.2"	68.9647	88.74558	94.159485	66.28518	75.09094	73.4835
"TC0100000625.mm.2"	46081.758	44327.812	42069.555	54838.586	49754.52	51829.46
"TC0100000626.mm.2"	287.34674	244.7923	300.4853	260.05322	267.8651	309.52936
"TC0100000627.mm.2"	868.5663	875.6265	765.79346	713.05566	729.2237	888.7015
"TC0100000631.mm.2"	151.94125	147.68915	135.2928	105.62831	104.43745	109.86617
"TC0100000632.mm.2"	191.70874	147.63858	172.96933	146.19002	157.40317	135.06735
"TC0100000633.mm.2"	42532.414	47361.6	35448.47	32194.262	36044.92	25155.738
"TC0100000635.mm.2"	300.45255	309.6847	303.92328	260.86035	239.92676	253.13107
"TC0100000636.mm.2"	7203.2017	8042.2207	7773.2495	10610.312	8426.5625	9234.616
"TC0100000637.mm.2"	53.67845	38.829296	45.340054	37.990635	47.49738	38.74557
"TC0100000638.mm.2"	2076.1394	2000.1558	1727.1436	2075.8308	2414.0818	2068.125
"TC0100000639.mm.2"	100.61103	89.87917	137.19199	133.76794	128.18336	118.278496
"TC0100000640.mm.2"	348.13278	406.7349	399.67038	565.7508	594.54297	438.50058
"TC0100000642.mm.2"	56.913876	48.06998	43.64041	43.95658	52.86375	40.488728
"TC0100000644.mm.2"	121.52276	124.15503	109.86131	84.90234	107.35736	103.51914
"TC0100000645.mm.2"	1784.6648	1677.4292	1839.7865	706.7263	845.69366	796.9302
"TC0100000648.mm.2"	305.57678	419.98148	331.22656	288.74738	310.33493	269.45422
"TC0100000652.mm.2"	4205.8823	3952.504	3134.9326	3313.3757	3249.6638	2999.3242
"TC0100000653.mm.2"	1304.1742	1175.865	1237.647	1181.2452	1436.4678	1186.1968
"TC0100000654.mm.2"	1655.604	1271.6128	1551.8716	1369.7083	1554.1157	1402.4434
"TC0100000655.mm.2"	2577.4963	2154.0398	2430.6196	3092.9883	2881.3076	2967.7275
"TC0100000656.mm.2"	832.1027	927.237	976.07623	858.8013	952.65063	970.61426
"TC0100000657.mm.2"	45.209564	62.14027	48.27065	54.70324	56.737625	48.629547
"TC0100000658.mm.2"	897.1456	640.87506	915.7367	1078.1732	769.78723	676.47675
"TC0100000659.mm.2"	6627.654	6043.7163	5942.101	7221.1943	6918.981	7242.6973
"TC0100000660.mm.2"	131.39186	157.38475	141.19226	126.07509	137.7753	116.040855
"TC0100000661.mm.2"	131.71179	154.21088	127.444496	168.54994	156.51094	124.652016
"TC0100000662.mm.2"	477.81192	341.84787	393.4733	357.9698	422.18686	424.7521
"TC0100000663.mm.2"	417.1209	346.36575	259.69592	303.46597	345.52487	320.53815
"TC0100000665.mm.2"	268.71356	232.09068	345.7785	345.5516	265.2955	254.9677
"TC0100000678.mm.2"	123.10692	156.04457	120.17629	103.03105	131.64037	115.51251
"TC0100000681.mm.2"	97.10459	90.81466	80.43965	83.29805	74.30247	98.29039
"TC0100000682.mm.2"	7873.03	7228.2866	6193.571	5737.5283	5484.0254	5073.6704
"TC0100000684.mm.2"	37.43321	40.4983	38.59071	31.656635	31.134014	29.155708
"TC0100000688.mm.2"	711.0308	515.9875	757.7747	710.5487	746.97943	632.35974
"TC0100000697.mm.2"	52.28998	39.227413	40.645416	33.092773	43.2854	41.432545
"TC0100000702.mm.2"	133.90016	107.798904	107.23842	186.13315	165.389	221.8619
"TC0100000703.mm.2"	2859.697	3293.6914	3235.613	3536.7393	5063.05	4108.1045
"TC0100000706.mm.2"	42.638912	53.64881	62.696587	47.62929	49.71056	57.497623
"TC0100000708.mm.2"	7876.528	7224.5986	7148.202	7733.2373	7576.349	8948.978
"TC0100000711.mm.2"	11831.981	11074.703	12847.9795	12184.429	12688.938	12983.781
"TC0100000717.mm.2"	25.816275	28.933743	29.722708	32.505234	37.053326	25.81753
"TC0100000718.mm.2"	203.71948	154.38483	202.92604	184.66365	182.51514	169.863
"TC0100000719.mm.2"	36.70502	33.926296	32.92417	41.70039	38.449364	37.82925
"TC0100000725.mm.2"	396.12402	397.39972	376.17166	409.09375	370.95172	406.13574
"TC0100000736.mm.2"	117.95435	134.28522	111.189804	108.791885	109.052925	107.25728
"TC0100000743.mm.2"	1235.93	1060.328	1013.1724	439.72607	400.58685	556.45526
"TC0100000758.mm.2"	2337.4065	2228.1396	2234.2856	1095.1808	1227.8	1096.0978
"TC0100000761.mm.2"	95.51635	98.38126	67.81873	60.790768	76.47958	77.16127
"TC0100000765.mm.2"	143.28038	198.1998	140.07516	114.1163	116.75674	124.82947
"TC0100000766.mm.2"	856.69995	631.157	720.7022	328.0988	373.80984	387.5826
"TC0100000771.mm.2"	5000.832	4393.684	4918.5327	5690.849	5737.635	6465.83
"TC0100000774.mm.2"	5735.3364	5900.0215	6509.38	7596.5293	6536.191	6638.5366
"TC0100000775.mm.2"	67.83851	46.85067	59.157898	51.957523	56.568615	37.50722
"TC0100000777.mm.2"	87.07238	79.68946	81.588326	73.22178	65.83981	68.960915
"TC0100000778.mm.2"	105.29313	95.319435	80.0293	93.24432	89.7552	90.018364
"TC0100000783.mm.2"	204.06749	227.11423	218.89064	187.0068	234.7383	184.62259
"TC0100000787.mm.2"	53.779266	53.705124	51.146133	61.830624	59.807186	50.38627
"TC0100000790.mm.2"	135479.61	134588.77	145879.62	144362.61	129614.67	131308.06
"TC0100000792.mm.2"	1929.5786	1944.5189	1968.5632	2496.6733	1967.4757	2135.874
"TC0100000794.mm.2"	632.6018	578.51263	538.253	735.8129	698.7471	720.2712
"TC0100000806.mm.2"	52.474022	56.723675	72.82913	46.715977	60.29469	58.571213
"TC0100000808.mm.2"	177.83221	150.8013	164.63326	157.55907	161.54625	130.69066
"TC0100000809.mm.2"	52.072483	61.61269	73.767975	47.79375	49.46259	52.81836
"TC0100000810.mm.2"	56.460835	64.81881	52.48837	59.64841	71.59169	56.64158
"TC0100000811.mm.2"	7853.8286	7561.6396	8218.8545	10363.18	10163.922	11039.947
"TC0100000813.mm.2"	82.82509	78.67664	71.59579	91.07987	110.63396	87.0672
"TC0100000814.mm.2"	3053.48	2485.7488	2666.7979	2952.8418	2581.3345	2890.9897
"TC0100000816.mm.2"	115.9101	109.80014	109.12583	92.854294	111.97017	83.63937
"TC0100000817.mm.2"	177.46547	191.951	163.77563	153.17459	131.14412	156.88892
"TC0100000822.mm.2"	76.975266	60.006496	67.260124	61.965527	73.466354	71.70984
"TC0100000824.mm.2"	452.29053	370.89435	429.81357	580.29785	571.76965	623.9303
"TC0100000828.mm.2"	411.4252	412.13458	399.50555	355.33847	317.1979	281.89188
"TC0100000829.mm.2"	166.70776	184.66725	226.77594	258.39212	184.3114	210.43019
"TC0100000836.mm.2"	947.85156	1780.464	893.25305	422.3711	768.3384	636.8643
"TC0100000845.mm.2"	82.5805	93.45444	77.289505	74.29952	81.34994	63.03675
"TC0100000846.mm.2"	98.34654	64.550026	68.58393	70.91073	63.696518	60.70453
"TC0100000847.mm.2"	41.63437	64.29617	50.2264	55.4205	57.20506	57.327408
"TC0100000854.mm.2"	1175.7834	1072.3186	1411.8278	2593.3203	1708.9828	2008.0687
"TC0100000858.mm.2"	1268.9401	1409.7975	1598.1564	1560.8375	2357.4111	1784.2578
"TC0100000870.mm.2"	2822.3325	2955.314	3284.3684	2492.77	2784.6094	2391.5608
"TC0100000878.mm.2"	4854.8745	5047.8145	5385.8433	6998.3657	6464.4067	7080.243
"TC0100000882.mm.2"	103.71987	88.646935	93.43523	90.23806	90.42538	89.48748
"TC0100000883.mm.2"	836.61096	783.51245	825.2412	702.1688	751.6891	633.2524
"TC0100000884.mm.2"	4356.8345	5051.997	7009.1206	6638.4443	5840.4497	5910.7256
"TC0100000885.mm.2"	45.81463	38.32529	43.39632	37.852676	35.824017	37.480305
"TC0100000886.mm.2"	276.9615	316.67288	283.89972	282.1691	322.94443	274.76685
"TC0100000890.mm.2"	4259.7046	3325.3606	3902.5168	5456.915	3728.2222	6343.123
"TC0100000892.mm.2"	743.3069	714.26764	857.4552	686.7205	667.87366	622.2938
"TC0100000893.mm.2"	385.2762	441.73602	388.0764	336.04694	321.52408	351.70975
"TC0100000894.mm.2"	103.8519	106.37034	81.94181	90.07628	85.945724	92.69435
"TC0100000895.mm.2"	177.39398	168.07819	187.79431	193.39696	173.28468	195.02623
"TC0100000897.mm.2"	427.86633	389.92215	330.9998	414.3631	365.79767	357.11423
"TC0100000898.mm.2"	373.8311	381.28076	334.7462	522.7163	346.44864	400.90262
"TC0100000899.mm.2"	286.97903	277.55438	293.5631	409.97925	297.35992	426.0234
"TC0100000908.mm.2"	123.43286	123.45302	97.94845	101.51843	88.35655	77.47772
"TC0100000909.mm.2"	304.37323	383.88156	297.11548	310.7001	305.73074	246.90048
"TC0100000910.mm.2"	92.54567	130.12648	112.56848	124.058426	144.8351	103.3104
"TC0100000911.mm.2"	403.68747	465.12357	402.4054	317.69608	418.4958	410.55365
"TC0100000912.mm.2"	173.81625	140.95139	152.40225	110.74514	130.79596	130.46075
"TC0100000916.mm.2"	22862.096	22366.07	23440.334	25440.494	30538.955	24408.195
"TC0100000919.mm.2"	66.73199	61.80627	69.2617	75.42535	88.52932	106.77299
"TC0100000921.mm.2"	2434.8635	2390.848	2335.1191	2799.8591	2348.1294	2157.3757
"TC0100000922.mm.2"	729.2271	574.7676	649.95514	776.2528	665.7817	801.5679
"TC0100000923.mm.2"	57.262775	50.07	51.51609	50.8909	41.45845	61.00299
"TC0100000924.mm.2"	193.8878	195.13113	164.88173	174.21304	225.5768	206.75537
"TC0100000925.mm.2"	95.05887	105.14977	127.12939	98.674095	112.499855	90.81376
"TC0100000926.mm.2"	118.75538	118.20151	90.958786	96.32778	109.34726	98.67537
"TC0100000927.mm.2"	568.5063	379.35425	491.34668	559.64954	554.32666	496.30753
"TC0100000929.mm.2"	14093.595	15319.25	12868.038	14615.444	16849.094	16758.64
"TC0100000933.mm.2"	71.16181	73.09501	80.82625	62.329285	101.334625	71.953926
"TC0100000936.mm.2"	22930.082	21081.492	19745.543	25245.877	25152.113	29107.465
"TC0100000937.mm.2"	5604.3916	7156.0503	5660.0664	6764.8384	7329.284	6565.9023
"TC0100000942.mm.2"	823.5715	922.2044	1044.0962	1123.5897	1032.8103	926.9588
"TC0100000944.mm.2"	3855.2205	3598.4502	3373.1528	3658.9368	3732.6807	3812.253
"TC0100000946.mm.2"	505.44357	635.2451	490.3227	682.0765	636.4325	564.2054
"TC0100000947.mm.2"	548.0989	466.32822	456.28662	419.494	413.83725	453.5159
"TC0100000948.mm.2"	199.85678	172.65485	218.43185	193.05937	210.82658	165.30228
"TC0100000949.mm.2"	110.300095	89.64639	93.42407	106.991516	107.28894	92.78854
"TC0100000951.mm.2"	400.99567	341.67706	361.9188	350.02866	327.94635	323.77466
"TC0100000954.mm.2"	423.95938	360.49167	368.43655	308.60834	377.92508	285.0943
"TC0100000957.mm.2"	772.9343	876.64233	685.84766	766.1605	852.98175	659.05536
"TC0100000971.mm.2"	292.52423	273.57758	283.52463	358.6043	221.7929	281.04398
"TC0100000977.mm.2"	32.715164	30.28891	32.48583	35.278095	30.904749	32.96704
"TC0100000985.mm.2"	38.170166	29.820045	34.273777	42.98485	42.640602	36.09309
"TC0100000999.mm.2"	58.298794	52.611897	53.07745	60.71069	57.025517	65.77726
"TC0100001008.mm.2"	588.3773	627.5911	590.7304	744.2912	811.8238	597.0466
"TC0100001011.mm.2"	248.02994	249.69598	255.09195	257.74197	273.041	231.30597
"TC0100001016.mm.2"	478.80252	448.84717	459.6542	517.8474	435.83182	414.4557
"TC0100001018.mm.2"	796.789	815.1681	705.24414	913.885	1093.5706	858.6599
"TC0100001024.mm.2"	29.757338	26.686947	30.781176	34.84298	30.328638	29.77365
"TC0100001025.mm.2"	64.57583	55.73731	54.27734	59.45127	55.387287	60.955345
"TC0100001026.mm.2"	37.053326	33.61306	34.932877	39.12044	39.525043	45.024017
"TC0100001028.mm.2"	54.79522	46.87541	62.455944	62.4279	51.976864	48.52077
"TC0100001029.mm.2"	24.548481	30.455156	28.264832	23.269604	25.866522	25.462925
"TC0100001031.mm.2"	163.96466	122.01832	144.46777	92.880325	101.4535	140.48242
"TC0100001037.mm.2"	123.877365	130.34679	110.843605	139.94527	121.99832	142.2465
"TC0100001048.mm.2"	47.26217	43.558846	39.644245	30.719858	34.84322	36.47171
"TC0100001054.mm.2"	22.352669	26.728596	26.595398	26.565159	23.794552	25.300814
"TC0100001058.mm.2"	4602.6353	4366.3633	5011.3916	4883.6987	5052.655	5135.9214
"TC0100001060.mm.2"	5854.988	6522	6549.118	7197.2856	8020.268	6898.2793
"TC0100001063.mm.2"	596.2077	526.60834	682.49097	533.6407	651.1963	615.1414
"TC0100001076.mm.2"	733.69727	699.34686	770.9962	765.4356	953.0739	703.287
"TC0100001083.mm.2"	71.825836	58.27084	57.909348	53.50071	63.775032	55.34644
"TC0100001085.mm.2"	151.63222	154.67601	144.5689	136.73364	154.74043	159.7407
"TC0100001086.mm.2"	125.05784	112.15184	106.87439	94.06147	120.1612	101.25752
