"ID_REF"	"GSM7111530"	"GSM7111531"	"GSM7111532"	"GSM7111533"	"GSM7111534"	"GSM7111535"
"TC0200003245.mm.2"	585.0686	569.67883	450.60504	745.3222	843.72424	737.41156
"TC0200003253.mm.2"	1494.7491	1550.5887	1373.1896	1750.0494	1917.4548	1546.1057
"TC0200003260.mm.2"	523.5158	453.63016	435.80444	539.57184	462.20877	500.3977
"TC0200003262.mm.2"	942.4012	1007.5162	1035.9639	1363.0172	1253.8148	1270.759
"TC0200003263.mm.2"	596.70844	618.45703	618.7163	555.0956	553.9669	552.20905
"TC0200003264.mm.2"	1719.5338	1762.0184	1589.8542	2348.8418	2134.8816	1860.9469
"TC0200003265.mm.2"	387.9243	464.22418	480.24606	523.50854	614.8272	422.39847
"TC0200003267.mm.2"	1344.011	1541.3076	1711.6498	1708.7162	1711.9779	1616.121
"TC0200003269.mm.2"	1306.0791	1091.8694	987.0416	974.29254	1015.2051	863.69
"TC0200003271.mm.2"	1429.8059	1227.3107	1349.074	1228.7118	1243.1315	1088.2443
"TC0200003272.mm.2"	669.1937	529.9916	612.3461	734.9141	637.10345	781.22144
"TC0200003276.mm.2"	183.9989	230.07419	125.03358	167.40567	229.50336	145.72766
"TC0200003277.mm.2"	2674.8591	2675.4692	2801.2383	3268.076	2853.9297	2642.6877
"TC0200003278.mm.2"	7360.3184	4740.9404	6013.831	4737.2812	4121.027	4588.649
"TC0200003280.mm.2"	736.16907	619.4472	726.4553	709.0824	862.4759	758.1099
"TC0200003281.mm.2"	4436.4487	4038.6199	4514.1387	6323.4756	5242.1147	5552.9595
"TC0200003283.mm.2"	6132.397	5744.5947	5614.652	6415.9053	5847.7046	3773.3992
"TC0200003291.mm.2"	167.75252	218.53368	186.16182	138.88802	167.47414	173.92624
"TC0200003292.mm.2"	105.295494	88.58194	112.873276	87.79139	98.450554	74.64646
"TC0200003298.mm.2"	1396.6158	1379.4015	1304.4329	1533.4135	1429.5885	1728.6147
"TC0200003299.mm.2"	6894.6006	6337.515	7466.3037	7038.6924	6259.864	7618.8276
"TC0200003300.mm.2"	1261.143	1275.4415	1016.6651	1264.0391	1442.8162	1075.774
"TC0200003302.mm.2"	2255.0872	2504.545	2405.5642	2300.4155	1930.4883	2273.741
"TC0200003303.mm.2"	62.56617	63.43304	74.492325	59.17595	59.355125	69.76113
"TC0200003304.mm.2"	310.37247	477.09613	418.1938	411.29224	446.78568	353.06265
"TC0200003307.mm.2"	9528.642	9400.884	8933.351	9509.682	9226.58	9149.083
"TC0200003308.mm.2"	830.3428	972.10077	898.10925	1326.1031	1094.6814	1223.9209
"TC0200003310.mm.2"	110.82862	88.47339	110.55635	79.38985	77.727776	92.28881
"TC0200003311.mm.2"	93.43794	112.13397	93.806854	95.81351	97.40762	86.83875
"TC0200003312.mm.2"	555.20276	569.7711	433.48294	344.65506	401.45953	437.7383
"TC0200003313.mm.2"	7035.138	8010.222	7621.8804	8680.394	8149.805	6125.412
"TC0200003316.mm.2"	365.95538	331.13898	513.2328	377.79318	365.3784	400.45978
"TC0200003317.mm.2"	537.5632	506.85785	505.96005	469.77896	508.09637	480.40387
"TC0200003318.mm.2"	531.7332	564.7274	444.634	678.19965	802.6649	612.09436
"TC0200003320.mm.2"	128.0976	163.5798	205.17671	177.05067	194.27306	229.24106
"TC0200003326.mm.2"	418.04703	382.76437	431.07605	446.57898	444.22888	423.11917
"TC0200003327.mm.2"	207.8441	216.79378	224.5115	323.65417	277.34787	243.50688
"TC0200003329.mm.2"	1150.8003	1123.1569	1072.9347	736.0236	856.81494	761.082
"TC0200003332.mm.2"	1762.8083	1592.267	1968.0779	1791.6316	1650.2686	1506.8754
"TC0200003339.mm.2"	1865.0355	1622.4567	1344.1852	2058.1257	1982.5614	1557.1698
"TC0200003347.mm.2"	4195.256	4381.201	5504.3677	5493.51	5776.2075	5253.583
"TC0200003350.mm.2"	772.5456	725.2908	713.52203	905.5628	995.3767	807.8527
"TC0200003352.mm.2"	1237.3378	1197.4177	1077.8767	1156.3074	1066.5021	1230.4487
"TC0200003353.mm.2"	5860.4014	5127.5156	5219.9014	5160.54	5397.309	5597.668
"TC0200003354.mm.2"	99.01883	98.84726	97.074135	92.48943	78.66897	92.629425
"TC0200003355.mm.2"	62.75505	51.063908	55.907253	59.733105	57.662186	59.197018
"TC0200003357.mm.2"	28.11724	33.456192	27.480347	31.952366	25.372337	27.764011
"TC0200003359.mm.2"	29.833601	33.61436	36.82498	38.638443	36.416504	31.378925
"TC0200003360.mm.2"	12432.145	11317.432	11987.688	11997.407	11007.345	12725.041
"TC0200003362.mm.2"	814.8502	491.37234	584.44006	792.2549	696.04376	704.0791
"TC0200003363.mm.2"	47.41751	44.687122	38.47124	55.776398	47.33859	46.50352
"TC0200003364.mm.2"	42.418858	61.096233	58.20961	44.299007	45.202065	47.309917
"TC0200003365.mm.2"	3242.9084	4065.2654	3979.494	2428.4307	2411.2925	2810.5159
"TC0200003373.mm.2"	91.21698	81.5733	74.93972	76.90823	106.24992	71.002335
"TC0200003376.mm.2"	16983.268	17402.553	18113.219	19926.809	17987.48	18906.26
"TC0200003378.mm.2"	589.47705	727.6573	776.24615	900.1574	768.5807	694.30164
"TC0200003379.mm.2"	2395.6257	2356.7441	2371.224	2916.116	3091.5063	3120.7446
"TC0200003383.mm.2"	49.487118	42.913944	33.678707	42.38637	36.449017	43.40055
"TC0200003385.mm.2"	69.13902	57.7262	75.26159	65.38793	58.849674	76.72487
"TC0200003386.mm.2"	88.06983	91.305115	85.99127	81.59598	105.83928	93.969246
"TC0200003387.mm.2"	57.47279	38.514076	52.744705	47.84904	45.393974	50.84463
"TC0200003388.mm.2"	31.888918	34.479248	33.688114	31.45796	34.15241	28.442898
"TC0200003389.mm.2"	32.4257	32.64063	31.008345	31.320393	31.855597	40.012466
"TC0200003392.mm.2"	29.32631	32.20925	35.463943	38.391838	31.62408	39.615757
"TC0200003394.mm.2"	114.89187	109.3499	118.73477	118.59091	133.53983	124.88382
"TC0200003397.mm.2"	810.20746	792.3397	1038.9388	983.0683	1216.4938	979.4566
"TC0200003398.mm.2"	3619.245	3570.3418	3732.7817	3883.8843	4343.113	4027.982
"TC0200003400.mm.2"	517.96344	539.8865	582.7523	607.8912	525.2052	569.4443
"TC0200003401.mm.2"	2772.6685	3307.0737	3383.088	4686.849	5573.3105	5195.518
"TC0200003407.mm.2"	1234.0687	1454.55	1020.7331	858.8308	1003.96466	983.20215
"TC0200003421.mm.2"	15423.196	15519.525	14802.212	18007.123	15634.129	17311.086
"TC0200003423.mm.2"	152.62386	193.59976	177.89888	159.2524	122.16973	144.34149
"TC0200003424.mm.2"	902.8916	884.9321	994.39417	681.4906	817.89276	592.98236
"TC0200003433.mm.2"	97098.51	96097.15	98010.61	98800.05	99384.336	101853.7
"TC0200003435.mm.2"	228.52571	243.89497	148.83192	238.50256	153.50722	246.72852
"TC0200003436.mm.2"	874.831	977.81146	831.40936	865.6934	928.2495	895.505
"TC0200003440.mm.2"	4889.122	4768.615	4996.2427	4985.8696	5154.7646	6114.303
"TC0200003447.mm.2"	132.62329	129.85396	98.84886	95.21829	115.06375	97.95318
"TC0200003470.mm.2"	51.301384	40.78215	61.373592	54.123707	49.741226	50.009335
"TC0200003473.mm.2"	1727.1904	1861.5571	1681.0145	1809.4049	2120.7512	1953.1438
"TC0200003492.mm.2"	3253.565	3066.9119	3890.632	3707.3254	3522.353	4529.3315
"TC0200003505.mm.2"	3553.246	3068.23	2977.2239	3318.0552	3304.8162	3705.0715
"TC0200003512.mm.2"	10401.847	8522.49	9230.905	8187.9126	8905.527	10079.418
"TC0200003526.mm.2"	928.3999	811.86835	829.1317	905.1331	855.6286	835.87524
"TC0200003528.mm.2"	535.51074	411.07208	418.6142	346.33875	347.36914	339.85202
"TC0200003529.mm.2"	87.640396	77.96892	67.62827	77.559944	80.06785	75.862976
"TC0200003532.mm.2"	8686.329	6302.9766	8545.862	10055.832	10501.6875	10591.42
"TC0200003533.mm.2"	36.89201	44.970905	40.59216	37.512836	42.366497	42.319332
"TC0200003540.mm.2"	3323.9036	3002.228	3366.746	4289.407	3898.6956	3839.8257
"TC0200003545.mm.2"	5980.0913	5151.4194	6170.4697	6549.144	6725.3027	7516.6274
"TC0200003552.mm.2"	248.83736	246.74336	214.51639	238.8184	241.92204	193.72318
"TC0200003560.mm.2"	1565.535	1145.333	1280.7777	944.822	904.54156	720.69507
"TC0200003573.mm.2"	44.71917	44.059013	40.16601	34.49595	38.103386	39.428295
"TC0200003574.mm.2"	63.398415	67.72887	66.86019	61.666862	69.615974	65.86863
"TC0200003576.mm.2"	37.245583	34.89792	35.012993	33.6692	30.651722	36.59682
"TC0200003579.mm.2"	434.1577	485.7093	482.05582	723.98883	607.7831	597.139
"TC0200003582.mm.2"	110.38803	92.310776	114.23661	94.97546	82.860214	80.17523
"TC0200003590.mm.2"	454.3606	467.5904	439.0235	416.63232	307.93872	311.57214
"TC0200003592.mm.2"	1819.0145	2012.8091	1978.1968	2009.908	2115.6826	2163.125
"TC0200003599.mm.2"	2841.4304	2195.0042	1787.2833	2098.4087	2020.0911	2367.4165
"TC0200003601.mm.2"	1964.858	1920.3406	1960.18	2081.946	2043.8359	1936.9537
"TC0200003603.mm.2"	993.6714	1043.8181	935.57965	643.9542	780.67163	807.6856
"TC0200003605.mm.2"	278.36395	350.1865	298.40826	263.16895	323.51172	299.03186
"TC0200003607.mm.2"	41983.516	48120.027	43994.703	45150.098	46349.926	39104.26
"TC0200003624.mm.2"	53.146072	50.37015	46.23116	50.35384	57.22174	50.68857
"TC0200003628.mm.2"	67.589455	80.34092	60.008938	72.6446	78.54416	65.77737
"TC0200003629.mm.2"	39.0373	32.156387	37.854702	37.705334	37.21492	31.944246
"TC0200003630.mm.2"	538.72253	465.60254	453.44006	276.12115	307.82455	213.04973
"TC0200003632.mm.2"	137.34315	145.07086	129.64233	115.99564	157.10275	107.440285
"TC0200003643.mm.2"	551.2338	524.24335	467.477	294.25262	357.99063	290.26212
"TC0200003654.mm.2"	139.66127	144.19067	142.27048	69.225525	70.06733	57.512978
"TC0200003656.mm.2"	726.61523	726.8405	790.47	455.60516	601.82056	481.67166
"TC0200003662.mm.2"	35.46145	28.626392	34.804054	37.047302	32.14236	31.521376
"TC0200003666.mm.2"	1758.7462	2332.5273	2210.5876	671.19794	822.4279	1012.9822
"TC0200003670.mm.2"	46.919304	54.002697	40.95494	47.31589	44.623524	46.86515
"TC0200003672.mm.2"	630.5373	612.879	537.8543	509.4258	480.4369	663.30145
"TC0200003674.mm.2"	50.46322	53.7368	54.968212	52.629845	47.82439	45.1746
"TC0200003680.mm.2"	90.85723	90.82661	103.51223	77.13796	71.73561	84.795975
"TC0200003682.mm.2"	28.33564	29.115437	34.74348	32.123817	29.846136	29.8414
"TC0200003685.mm.2"	27.193071	24.965242	27.251862	25.704134	32.922657	28.011618
"TC0200003689.mm.2"	960.863	921.4622	834.8266	1700.8446	1550.6738	1591.7819
"TC0200003697.mm.2"	2223.9973	2925.3235	2097.151	2250.5095	2500.6343	3329.7378
"TC0200003698.mm.2"	75.97936	80.795586	77.16617	64.21137	62.61638	64.60729
"TC0200003699.mm.2"	102.64147	118.75754	96.84376	145.98683	117.024864	144.54343
"TC0200003701.mm.2"	200.18503	243.3673	186.8098	261.8697	253.1612	310.09604
"TC0200003703.mm.2"	157.64308	177.16646	145.58968	123.943016	167.60515	145.44006
"TC0200003705.mm.2"	496.19568	530.35645	631.5739	550.96246	582.8817	583.2421
"TC0200003710.mm.2"	248.14688	294.40497	292.13022	262.97	175.33202	216.77435
"TC0200003712.mm.2"	4871.8906	4497.765	4494.9653	4786.3765	4486.742	5468.662
"TC0200003717.mm.2"	455.48862	576.4802	571.19434	602.27783	541.51996	454.97372
"TC0200003720.mm.2"	23318.676	22253.973	20622.492	18036.75	15532.107	20546.537
"TC0200003728.mm.2"	6939.896	5650.328	6683.7314	7823.764	6279.268	7799.881
"TC0200003745.mm.2"	5955.133	6096.8394	6613.9814	6342.0454	5380.456	6781.727
"TC0200003747.mm.2"	192.27083	216.04807	144.65321	185.61028	172.08974	187.46568
"TC0200003751.mm.2"	2134.4624	2020.9619	2362.517	2553.1182	2276.4617	2611.0205
"TC0200003752.mm.2"	1864.291	1703.0857	1610.2804	1232.3821	1479.2871	1521.691
"TC0200003753.mm.2"	186.87706	205.8517	203.71593	198.01024	204.46806	202.45012
"TC0200003754.mm.2"	601.93396	548.47833	693.3651	746.77405	694.8333	698.7863
"TC0200003758.mm.2"	64.99569	71.48023	69.56974	58.35823	71.86836	77.29796
"TC0200003759.mm.2"	51.576042	58.653625	55.423084	96.72111	89.83088	111.45494
"TC0200003763.mm.2"	13939.033	15503.386	14992.269	14482.1875	16019.576	17578.059
"TC0200003765.mm.2"	13989.156	12914.865	13580.608	13476.309	14219.252	14649.182
"TC0200003772.mm.2"	1718.8326	1879.1965	2130.376	2365.2673	2342.0432	3525.1646
"TC0200003774.mm.2"	298.80206	248.61194	288.0285	221.53537	211.20572	247.90726
"TC0200003776.mm.2"	39.59048	34.987312	35.894833	30.36797	36.64623	33.55138
"TC0200003791.mm.2"	4113.7812	3574.8975	5160.3013	4010.4653	4061.9802	3367.3071
"TC0200003798.mm.2"	178.86006	175.58034	181.08833	164.81346	161.99014	186.45677
"TC0200003799.mm.2"	48.76336	47.916855	34.7187	45.528664	47.87193	45.31626
"TC0200003801.mm.2"	85.60249	85.92797	100.11445	82.03183	69.84456	96.830315
"TC0200003802.mm.2"	30.497725	31.5532	29.62651	30.110977	32.753418	35.97493
"TC0200003805.mm.2"	691.3454	633.34534	521.8125	892.5825	984.73004	847.33606
"TC0200003806.mm.2"	3516.2834	2642.087	3215.9167	4100.9146	3432.7173	5292.91
"TC0200003807.mm.2"	55.66078	77.81129	76.40129	76.93323	80.91044	65.84521
"TC0200003809.mm.2"	412.86835	378.86182	351.28754	313.73645	292.2036	266.5316
"TC0200003811.mm.2"	1317.6674	1366.7643	1424.9966	1182.056	1451.06	1091.5013
"TC0200003815.mm.2"	124.57845	120.155045	125.598076	143.0028	105.719536	127.53134
"TC0200003817.mm.2"	721.79254	611.29376	827.44037	780.07166	713.6659	953.7647
"TC0200003828.mm.2"	54.353546	53.69911	73.26654	51.85918	51.238365	53.959076
"TC0200003830.mm.2"	42.602512	42.396236	41.721703	43.459923	29.306871	32.64584
"TC0200003834.mm.2"	39.867073	47.841072	44.071655	40.428795	44.81853	43.583084
"TC0200003837.mm.2"	14895.844	16173.467	16345.208	13832.355	16330.531	17579.115
"TC0200003860.mm.2"	93.17602	96.70062	87.78793	82.58929	75.131035	77.73751
"TC0200003865.mm.2"	46.049377	55.820454	52.16223	60.56767	52.07586	48.603226
"TC0200003866.mm.2"	2277.2622	2390.2585	2215.4766	2682.3916	3103.9482	3635.6394
"TC0200003869.mm.2"	4543.588	5290.8076	5219.732	6564.11	6852.1094	7414.2046
"TC0200003872.mm.2"	2358.3337	1868.9675	1950.2809	2345.7168	1718.31	2290.5344
"TC0200003873.mm.2"	2084.67	2092.3406	2258.1064	2434.0798	2476.2512	2714.7468
"TC0200003874.mm.2"	932.7767	885.8662	925.7096	1363.5002	1146.9089	1731.6719
"TC0200003876.mm.2"	341.2588	417.333	440.0323	454.72748	397.9802	451.4431
"TC0200003879.mm.2"	2268.167	2535.8477	2111.2412	2050.2852	2024.9629	1871.3077
"TC0200003880.mm.2"	403.54633	385.39975	336.5258	381.49228	328.95618	282.30902
"TC0200003882.mm.2"	151.98877	133.19507	136.39917	120.20275	167.82462	127.60378
"TC0200003884.mm.2"	469.3391	461.39035	485.06723	422.53168	451.7467	409.11835
"TC0200003885.mm.2"	114.32851	101.43046	87.63849	69.7931	98.75184	75.069305
"TC0200003888.mm.2"	58.99831	59.752674	56.91077	49.83939	65.94056	70.34983
"TC0200003890.mm.2"	35.84236	32.923508	30.881163	31.668922	35.330315	29.465614
"TC0200003891.mm.2"	38.49186	43.021538	43.183132	44.009556	39.51121	41.99039
"TC0200003893.mm.2"	36.496574	27.522614	32.78031	32.024166	33.268494	30.3246
"TC0200003894.mm.2"	30.813484	33.26084	28.380432	29.664234	23.16835	29.434584
"TC0200003895.mm.2"	33.976906	36.764492	33.3563	35.024822	29.86446	32.202534
"TC0200003896.mm.2"	27.84191	28.498013	35.103455	28.121525	29.012228	32.88739
"TC0200003897.mm.2"	35.40591	41.73326	38.165535	35.307014	35.95603	32.822254
"TC0200003899.mm.2"	32.008907	34.20131	34.81169	44.328712	33.56438	32.304127
"TC0200003900.mm.2"	27.501953	28.731447	24.401464	28.29148	31.520584	24.66153
"TC0200003902.mm.2"	48.356735	37.05542	36.943783	31.784754	37.542767	38.46365
"TC0200003903.mm.2"	40.19831	46.2704	34.891186	38.281868	42.533276	33.04973
"TC0200003904.mm.2"	61.935204	65.98023	66.99661	62.11037	67.59321	64.066986
"TC0200003905.mm.2"	83.18932	80.76034	69.90469	73.798874	76.107544	84.01613
"TC0200003908.mm.2"	43.18196	35.183624	34.271038	33.796146	40.920033	32.152985
"TC0200003910.mm.2"	44.693253	50.963146	51.24553	44.757378	58.258804	45.80317
"TC0200003912.mm.2"	55.99058	52.653263	49.92321	39.573826	46.593662	48.156918
"TC0200003914.mm.2"	38.00082	40.93739	40.133274	39.090004	44.45817	36.8063
"TC0200003915.mm.2"	33.887104	30.25597	30.696371	36.159336	28.195356	30.457905
"TC0200003916.mm.2"	71.15177	61.588055	65.064186	63.85056	69.512115	54.794785
"TC0200003917.mm.2"	41.22238	53.874516	41.00408	46.90335	43.341835	46.94358
"TC0200003918.mm.2"	45.86496	57.850903	57.357544	42.983887	35.866417	38.665627
"TC0200003919.mm.2"	41.960648	47.48622	43.26761	54.188538	42.42699	33.577763
"TC0200003920.mm.2"	60.95025	50.027073	49.514324	43.821964	57.56988	58.393787
"TC0200003921.mm.2"	136.7228	170.4265	147.56613	157.19089	179.71342	135.33449
"TC0200003922.mm.2"	47.29225	46.3137	34.527924	33.09787	34.373417	38.281475
"TC0200003923.mm.2"	51.971382	53.795124	53.421474	47.24004	69.791435	42.843525
"TC0200003924.mm.2"	28.899832	27.025108	26.24238	30.16388	26.57871	29.624405
"TC0200003926.mm.2"	28.201265	25.160091	23.840557	24.84093	25.921322	28.379307
"TC0200003927.mm.2"	93.15887	121.7367	98.39229	105.953804	103.65451	88.04574
"TC0200003929.mm.2"	34.943428	30.214739	26.539244	37.523266	31.664682	31.296146
"TC0200003930.mm.2"	39.324657	27.113108	33.613373	31.409826	33.72744	34.513443
"TC0200003931.mm.2"	51.051216	70.096565	54.724792	50.175674	57.775997	61.644203
"TC0200003933.mm.2"	70.54038	63.928436	64.37321	64.309814	63.7109	59.013756
"TC0200003934.mm.2"	24.990654	26.73775	19.848478	22.830187	23.546135	27.95931
"TC0200003936.mm.2"	23.236748	22.500322	27.633251	22.76719	25.182795	24.451761
"TC0200003937.mm.2"	33.404427	35.784172	40.262123	34.299355	31.781939	33.029285
"TC0200003939.mm.2"	22.967197	24.656158	27.477694	27.363066	30.427267	24.387209
"TC0200003940.mm.2"	56.223812	46.772877	40.54106	43.71078	46.692	47.197277
"TC0200003942.mm.2"	45.95514	47.609962	50.25069	44.708233	49.90087	53.22361
"TC0200003944.mm.2"	36.069813	30.976805	44.11033	43.870327	39.57312	33.55117
"TC0200003946.mm.2"	24.35581	28.446123	28.868614	30.746157	35.858074	34.697372
"TC0200003947.mm.2"	31.084023	27.441473	39.177906	35.481556	38.453747	30.737164
"TC0200003949.mm.2"	27.760405	34.913334	34.54816	32.894867	36.12572	29.755035
"TC0200003951.mm.2"	34.291126	35.9062	31.280708	33.147266	32.75394	31.471283
"TC0200003952.mm.2"	43.767742	57.665215	46.99515	45.19748	44.24472	44.257008
"TC0200003953.mm.2"	41.5278	53.79425	45.04374	42.26733	47.400726	48.93379
"TC0200003954.mm.2"	43.60641	40.402184	47.91586	46.084778	52.85439	43.362625
"TC0200003955.mm.2"	82.90673	80.06983	76.63857	66.34815	53.16698	55.429462
"TC0200003956.mm.2"	32.796837	30.691694	28.85359	31.30432	33.00253	33.01287
"TC0200003957.mm.2"	32.838184	31.460737	28.564524	30.826227	30.656708	36.828655
"TC0200003958.mm.2"	34.48438	28.32798	27.867218	36.531162	37.98167	29.943857
"TC0200003960.mm.2"	21.574389	23.605185	24.494162	21.926283	22.366747	21.793854
"TC0200003961.mm.2"	25.269215	28.294798	29.009495	28.086924	24.091969	29.715714
"TC0200003962.mm.2"	41.299244	41.010544	49.281178	38.803715	41.411064	39.3774
"TC0200003963.mm.2"	23.316736	23.143253	23.309654	24.96073	24.632708	28.597956
"TC0200003964.mm.2"	35.003838	31.833704	32.00493	30.946953	30.746685	36.3619
"TC0200003966.mm.2"	25.417267	30.346487	29.549772	28.297726	27.251501	33.01504
"TC0200003967.mm.2"	33.499767	30.801855	36.207912	26.954554	37.922462	30.22189
"TC0200003968.mm.2"	48.11778	55.522076	41.899364	42.734993	38.39788	45.06012
"TC0200003969.mm.2"	43.490616	47.092907	36.40458	39.919537	34.866676	38.057346
"TC0200003970.mm.2"	29.599937	30.846132	37.232647	32.721813	36.22987	30.020092
"TC0200003971.mm.2"	26.135359	25.566896	23.916899	25.329262	28.903423	26.086235
"TC0200003973.mm.2"	25.55773	21.363867	27.36482	21.478132	24.82619	23.972528
"TC0200003974.mm.2"	33.66277	30.920954	33.851337	28.783781	36.96561	30.549732
"TC0200003980.mm.2"	50.118824	50.713688	67.46514	58.93984	47.604866	53.94629
"TC0200003983.mm.2"	33.66147	28.073595	36.09308	36.4672	35.161617	32.76611
"TC0200003987.mm.2"	37.50448	39.25085	38.684456	33.17083	39.402096	30.079832
"TC0200003989.mm.2"	47.94127	48.14635	41.846066	42.859657	42.820023	51.69672
"TC0200003990.mm.2"	33.219006	32.160976	29.229897	30.25707	33.990643	31.475536
"TC0200003991.mm.2"	32.501884	32.898346	29.847853	29.609097	29.817719	33.42625
"TC0200003992.mm.2"	32.313942	27.576145	30.617945	32.664047	34.138763	34.26731
"TC0200003993.mm.2"	44.74886	45.029613	46.65905	55.05001	46.03364	44.942913
"TC0200003994.mm.2"	23.898575	28.449377	29.424185	27.706661	29.543756	25.452322
"TC0200003995.mm.2"	32.250595	29.037006	33.043087	30.488281	32.370605	35.69424
"TC0200003997.mm.2"	32.8734	30.185871	38.034786	34.844017	32.495308	33.05282
"TC0200003998.mm.2"	29.74706	32.873478	35.68128	31.323944	39.72029	27.451532
"TC0200003999.mm.2"	31.745823	33.290295	32.372246	30.456133	32.38057	30.110788
"TC0200004000.mm.2"	35.60233	32.543602	40.943626	38.92482	38.81263	35.341854
"TC0200004001.mm.2"	28.218739	32.833767	34.695034	31.052866	31.783388	31.458418
"TC0200004003.mm.2"	26.774874	31.25456	28.224644	24.844364	28.10101	29.759245
"TC0200004004.mm.2"	27.594753	22.694437	24.827454	22.831228	27.37851	25.666508
"TC0200004005.mm.2"	38.20086	38.576912	42.71429	51.089146	38.409824	43.125877
"TC0200004006.mm.2"	47.13576	51.69643	39.814426	40.88606	37.09885	44.52065
"TC0200004007.mm.2"	43.076984	39.67315	40.825333	49.592236	45.899475	31.679579
"TC0200004009.mm.2"	28.292862	30.239285	28.383087	24.082312	28.131212	24.108536
"TC0200004010.mm.2"	31.109798	27.46826	36.57102	30.96444	29.404139	36.242493
"TC0200004011.mm.2"	25.75749	36.354897	34.432728	29.058657	34.252613	39.52388
"TC0200004014.mm.2"	23.32507	23.227718	23.599287	26.810526	28.768667	28.188759
"TC0200004018.mm.2"	65.604645	60.873	55.582943	83.07482	68.28188	87.78741
"TC0200004019.mm.2"	26.759365	22.546068	26.38537	28.55583	29.904394	24.754921
"TC0200004020.mm.2"	40.419655	39.91405	43.1284	40.927917	42.293003	39.105225
"TC0200004021.mm.2"	50.92735	42.389244	51.663837	48.55679	56.312393	50.135242
"TC0200004023.mm.2"	76.748436	53.933685	85.280815	63.14074	68.261375	69.79028
"TC0200004024.mm.2"	30.179077	34.33049	34.232727	34.29368	36.473625	27.63273
"TC0200004025.mm.2"	139.20287	142.27861	129.17082	92.69552	107.80838	104.65441
"TC0200004026.mm.2"	73.43829	77.26815	68.40818	67.0025	62.629192	73.46186
"TC0200004027.mm.2"	26.87356	28.389635	33.21219	27.072508	27.659704	25.088211
"TC0200004028.mm.2"	81.69226	79.57679	74.18353	74.45846	68.573524	67.36042
"TC0200004029.mm.2"	54.542774	42.11291	38.224403	33.6692	39.86179	43.978397
"TC0200004030.mm.2"	23.836458	22.760126	27.929699	26.68625	26.17676	24.763285
"TC0200004031.mm.2"	36.061646	32.547195	30.234278	27.975246	29.313828	36.24642
"TC0200004033.mm.2"	24.737066	21.860558	26.283499	29.654755	26.055456	20.09096
"TC0200004034.mm.2"	60.141018	68.37787	55.31972	51.372955	57.24938	57.807938
"TC0200004035.mm.2"	45.285267	38.969517	39.12044	34.441708	33.88679	36.35493
"TC0200004036.mm.2"	28.260347	28.177265	26.874218	32.12251	25.76846	36.179432
"TC0200004037.mm.2"	30.024765	41.00446	34.105167	34.162052	33.128086	35.065895
"TC0200004038.mm.2"	23.515507	22.605389	26.359953	26.173464	28.177675	22.00408
"TC0200004039.mm.2"	27.962166	31.54494	38.468178	49.25978	30.671545	38.90868
"TC0200004040.mm.2"	33.46152	37.351665	34.374622	32.272846	34.076187	36.28438
"TC0200004042.mm.2"	26.351303	26.55481	25.434074	24.809793	29.216953	29.583096
"TC0200004043.mm.2"	42.209827	52.14096	46.145367	37.909542	52.89007	44.19649
"TC0200004044.mm.2"	20.878517	30.312244	27.144384	23.542484	22.505142	26.737598
"TC0200004046.mm.2"	39.334564	41.968803	39.487606	44.21361	51.48118	43.895897
"TC0200004048.mm.2"	35.519127	28.744146	34.790157	35.26265	31.848606	30.512022
"TC0200004049.mm.2"	39.533367	50.8424	41.452244	43.157818	43.17137	46.18566
"TC0200004050.mm.2"	47.639748	52.595306	62.904797	48.47799	48.462032	62.14832
"TC0200004051.mm.2"	35.33989	35.56401	35.292477	37.59881	34.35671	33.66454
"TC0200004052.mm.2"	60.31496	46.153603	52.1478	63.329365	52.095776	55.84315
"TC0200004053.mm.2"	100.57522	83.57893	108.77531	86.85939	107.98737	112.770836
"TC0200004054.mm.2"	65.62536	71.911064	58.868855	66.087875	52.246986	65.487854
"TC0200004055.mm.2"	33.773514	36.649414	42.01335	39.30961	33.462948	31.71108
"TC0200004057.mm.2"	34.96277	35.364826	30.698736	34.146584	46.567383	42.751564
"TC0200004058.mm.2"	24.656607	29.012045	27.200497	29.797611	33.183537	33.054905
"TC0200004059.mm.2"	33.877888	39.231174	35.095413	39.084175	30.857307	41.28723
"TC0200004060.mm.2"	36.69914	39.82743	40.163807	37.43061	44.29781	42.903294
"TC0200004061.mm.2"	28.919926	28.129175	27.32687	28.225548	29.554558	28.109165
"TC0200004062.mm.2"	29.244884	40.54591	33.451725	36.243607	36.68136	38.780712
"TC0200004063.mm.2"	31.023497	33.267296	28.530424	39.701115	32.28517	33.74535
"TC0200004064.mm.2"	29.50715	28.757479	24.88488	27.784637	33.65564	30.292183
"TC0200004065.mm.2"	36.68016	46.72334	45.230446	38.879807	41.004906	38.73242
"TC0200004066.mm.2"	28.309353	27.505598	22.259333	26.65487	26.415545	31.536892
"TC0200004067.mm.2"	36.16844	43.563683	37.211315	46.381886	40.912758	52.300007
"TC0200004068.mm.2"	58.762928	65.614555	62.95118	57.19423	66.593	53.390392
"TC0200004069.mm.2"	28.926092	33.838116	24.922817	27.087957	27.78913	23.034159
"TC0200004070.mm.2"	39.451157	35.350964	35.1331	36.026894	37.854664	32.865395
"TC0200004071.mm.2"	27.613283	22.567644	30.615273	26.949717	30.239716	26.948505
